content,timestamp,platform,stock_name,delta_seconds,weight,label
삼성맨들은 이재용 경영 능력이 뛰어나다고 생각하지 않는다는데 어케 생각하심,2024-06-05 00:16:22+00:00,toss,삼성전자,25116589.0,5.6240117072757355e-127,
,2024-11-28 10:27:09+00:00,toss,삼성전자,9873542.0,2.344678209107181e-50,
8만에서 61590까지 온 보람이 있네,2025-03-21 02:04:05+00:00,toss,삼성전자,140526.0,0.1966247216323569,
오늘 5만전자 간다 안간다,2024-10-15 01:02:21+00:00,toss,삼성전자,13709030.0,1.2324976409365346e-69,
원금이 없어진다는 국장에 손을 댑니다,2025-01-02 03:48:39+00:00,toss,삼성전자,6873452.0,2.8197145662885847e-35,
"그래도 옆동내 하닉만큼은 안빠지는게 다행인가
삼전은 그래도 미래적으로 봤을때 그나마 괜찮거나
저평가는 확실한것 같기도",2024-04-22 00:06:16+00:00,toss,삼성전자,28918795.0,4.345531666957368e-146,
올랐다,2024-12-30 00:41:54+00:00,toss,삼성전자,7143857.0,1.2331023814867344e-36,
"삼성 갤탭 왜 그따구로 만들어
원가절감 적당히 해라",2024-10-08 02:17:30+00:00,toss,삼성전자,14309321.0,1.1841029596768115e-72,
"넘 늦게 들어왔다
낚시 바늘에 걸렸다",2024-09-26 12:57:20+00:00,toss,삼성전자,15307731.0,1.1345540435393028e-77,
애국하는 마음으로 삼성전자 주식삼 힘내라 삼성전자 문 정권 때 시달리느라 피같은 시간 날리고,2024-10-11 00:28:17+00:00,toss,삼성전자,14056674.0,2.204620734182049e-71,
"더 높으시면 댓글좀
코스피 안 오르네",2024-11-08 04:14:09+00:00,toss,삼성전자,11623922.0,3.729917917529924e-59,
국장은 안하지만 4200원되면 주우러 올께용,2024-11-13 05:01:34+00:00,toss,삼성전자,11189077.0,5.721003815082737e-57,
삼전은 항상 비실비실 남들오를때 못오르다가 떨어질때만 같이 떨어짐,2025-03-14 03:36:34+00:00,toss,삼성전자,739777.0,0.0001911917328916,
"Nvdl로 7월에사서 40퍼 갔다가10퍼먹고
3개월만에 탈출했는데 
삼전 이거는 거진2년 묵혀서 8만전자에서
5만전자로 꼬라박네 
진짜 열불나서
미장이 답임",2024-10-17 01:59:20+00:00,toss,삼성전자,13532811.0,9.474599416612883e-69,
이제 물타기할 돈이 없다 그렇다고 수수료 주고산 금을 팔수도 없고 내년까지 갖고 갑니다,2024-09-19 19:55:33+00:00,toss,삼성전자,15887438.0,1.3832325399932464e-80,
"외인들 설거지쑈쑈 

진짜 처절하다",2024-11-14 07:14:49+00:00,toss,삼성전자,11094682.0,1.7059018435089913e-56,
1500원씩 내릴때마다 매수중,2024-11-13 02:47:16+00:00,toss,삼성전자,11197135.0,5.211566035626546e-57,
손절해요,2023-09-01 02:04:17+00:00,toss,삼성전자,49129314.0,1.118734935548585e-247,
"3시이후 매수

세경하이테크 7500
아이쓰리시스템 44150
파마리서치 241500
hd현대 월요일종가 78600 이하면진입",2025-02-09 12:29:37+00:00,toss,삼성전자,3558994.0,1.2897797775307232e-18,
수량  모 우기,2023-11-03 05:43:32+00:00,toss,삼성전자,43672959.0,2.9881604342683315e-220,
고점이네,2024-06-19 03:39:39+00:00,toss,삼성전자,23894792.0,7.788931283791122e-121,
역시  안팔구 가지고있길 잘했어,2024-04-02 02:45:44+00:00,toss,삼성전자,30637227.0,1.0005697611130358e-154,
"공무원들 퇴근시간에 튀는거보면 국가에서 낮동안 누루고 있는게 맞긴한가봄
외환보유고가 얼마나 버틸지",2024-12-11 08:05:03+00:00,toss,삼성전자,8758868.0,9.398425241061601e-45,
가치투자를 하세요,2024-10-24 08:05:30+00:00,toss,삼성전자,12906041.0,1.339848446012596e-65,
