content,timestamp,platform,stock_name,delta_seconds,weight,label
"꼴랑 2주 삼전 평단이 5900원이다
살까말까하다가 사봤더니",2024-10-24 02:44:19+00:00,toss,삼성전자,12925312.0,1.0719854889121578e-65,
어처구니가 없구나 삼성노조야,2024-05-29 05:47:37+00:00,toss,삼성전자,25701514.0,6.454872276665948e-130,
4만찍고 추세보고들어오세요 당분간 접근금지,2024-11-13 02:52:27+00:00,toss,삼성전자,11196824.0,5.230359063401163e-57,
삼성이 안망할거라 생각해서 산거지,2024-11-02 04:19:30+00:00,toss,삼성전자,12142001.0,9.279955802724877e-62,
번지점프대 만드는중이니 속지마시오,2024-10-07 04:34:56+00:00,toss,삼성전자,14387475.0,4.7922996956041525e-73,
까지는 내려와야 반등 여지가 있겠네요 조금만 버터봅시당,2024-11-29 02:19:43+00:00,toss,삼성전자,9816388.0,4.543296263565133e-50,
3만전자되면 전재산 풀매수 간다,2024-11-14 00:19:47+00:00,toss,삼성전자,11119584.0,1.2787414074605344e-56,
"몇시간동안 눈사람을 만들고 장식까지 화려하게 
해준 눈사람을 부수고 간다면

참고로 누가 부셧는지 아는 상태이고 눈 사람을 만든 사람은 당신입니다",2024-12-11 15:36:22+00:00,toss,삼성전자,8731789.0,1.2857875455795626e-44,
곧 7만찍고 다시 8만전자 간당,2025-02-18 03:40:30+00:00,toss,삼성전자,2813141.0,7.237487241722776e-15,
올라가주세요,2023-09-05 09:55:31+00:00,toss,삼성전자,48755440.0,8.472781104947338e-246,
오전에 개 꼬라박겟누미장 작살나는중,2023-09-19 17:04:13+00:00,toss,삼성전자,47520118.0,1.3722771109716384e-239,
2024년 7월 AI가 본 삼성전자 주가 전망  httpsistorytistorycommentry2024EB85847EC9B94AIEAB080EBB3B8EC82BCEC84B1ECA084EC9E90ECA3BCEAB080ECA084EBA79D,2024-06-28 07:17:02+00:00,toss,삼성전자,23104149.0,7.339890585142031e-117,
이제서야 오르는거니,2024-06-14 00:51:43+00:00,toss,삼성전자,24336868.0,4.670440885733775e-123,
내일 줍줍해봄,2024-10-15 09:44:50+00:00,toss,삼성전자,13677681.0,1.77159161674961e-69,
10퍼이상 내리고 1퍼올랏다고 기뻐서 눙물 흘리는 흑우 없지,2024-11-14 04:15:38+00:00,toss,삼성전자,11105433.0,1.5063071222148645e-56,
개미가 많이 가지고 있으니 올라가기는 어려울듯,2025-02-17 05:25:59+00:00,toss,삼성전자,2893212.0,2.864879800713028e-15,
8만간다,2024-03-21 04:31:53+00:00,toss,삼성전자,31667658.0,6.618014725751093e-160,
바닥부터 시작,2024-10-23 01:06:14+00:00,toss,삼성전자,13017597.0,3.6839450158611943e-66,
맨땅에다해딩 멘땅 멘땅에다해딩,2024-10-26 13:29:38+00:00,toss,삼성전자,12713793.0,1.2399412595627058e-64,
또 괴롭히네,2025-03-05 06:53:02+00:00,toss,삼성전자,1505589.0,2.704405561893332e-08,
기대해도좋을듯,2024-11-19 06:14:30+00:00,toss,삼성전자,10666301.0,2.4279254083989348e-54,
삼전은 망한건가요,2024-12-17 00:05:13+00:00,toss,삼성전자,8269258.0,2.7171112516795198e-42,
"못버티구 53700원 손절 했습니다 
형님들은  수익 꼭 보고 나오셔여",2024-11-12 03:09:30+00:00,toss,삼성전자,11282201.0,1.947059348731502e-57,
이미 망했는데 외인이 들어올까,2024-12-08 09:01:34+00:00,toss,삼성전자,9014677.0,4.866499673895047e-46,
"삼성은 초 일류기업에서 지금 1류 기업 
신용이 많이 떨어진다",2024-11-21 00:40:53+00:00,toss,삼성전자,10513518.0,1.423009247346597e-53,
"삼  성전자

성 장 또 성장 해서

전고점 뚫고 10 만 까지

자 이제 부터 시작이다

10 만 가즈아",2024-08-13 00:20:27+00:00,toss,삼성전자,19154744.0,5.219116290193605e-97,
4만 깼다 다음 3만전자 3만전자,2024-11-14 08:44:43+00:00,toss,삼성전자,11089288.0,1.8157969584835986e-56,
데드캣 바운스,2024-10-07 09:54:00+00:00,toss,삼성전자,14368331.0,5.980980236943258e-73,
뚫어뻥73,2023-06-29 00:06:38+00:00,toss,삼성전자,54665973.0,1.653476002249958e-275,
젠슨 황 엔비디아 최고경영자CEO가 삼성전자 고대역폭메모리HBM 납품 승인을 위해 최대한 빨리 작업 중이라고 밝힘 HBM 시장에서 SK하이닉스에 주도권을 내준 삼성전자로선 HBM 엔비디아 납품이 초읽기에 들어간 건 큰 호재,2024-11-24 23:58:15+00:00,toss,삼성전자,10170476.0,7.542715349343928e-52,
"와 근데 매수하는 사람은 뭘보고 매수하는거임

걍 삼전이라 사는건가

대단하긴 하다",2024-10-22 08:00:35+00:00,toss,삼성전자,13079136.0,1.8071070446246842e-66,
미치겠다,2024-11-12 00:02:11+00:00,toss,삼성전자,11293440.0,1.7095654057848535e-57,
"외인 형님들 아직도 정신을 못차렸습니다
이것밖에 안되냐 양키들아",2024-10-24 03:26:52+00:00,toss,삼성전자,12922759.0,1.1041338011505852e-65,
터치를 시도한다면서 주가가 왜 이래,2024-03-25 02:24:58+00:00,toss,삼성전자,31329673.0,3.3084793552583696e-158,
정말 이지 밉군,2023-09-07 02:38:09+00:00,toss,삼성전자,48608882.0,4.620702998129762e-245,
이렇게 많이 외국인이 판 적이 있나,2024-09-03 08:46:00+00:00,toss,삼성전자,17310011.0,9.778036005424764e-88,
장초반부터 외국인들 미쳤네,2024-09-19 00:03:54+00:00,toss,삼성전자,15958937.0,6.0464634719523805e-81,
삼성전자 처음 사봄  좋은 기역이 될지,2024-02-05 02:16:37+00:00,toss,삼성전자,35563774.0,1.7245687449580844e-179,
반도체주 상승랠리 때 끼지도 못하고 가만히 있더니 오히려 떨어질 땐 더 떨어지네,2024-09-09 05:28:30+00:00,toss,삼성전자,16803461.0,3.4391714667237865e-85,
"가슴으로 하는 거라더니
최대실적 나오고 HBM4 양산계획에 사실상 파운드리 포기와 엔디비아 퀄 테스트 통과 가능성등 있는거 없는거 싹 뿌려도 개미 벗겨 먹는 놀이터구나",2024-10-31 06:48:47+00:00,toss,삼성전자,12305844.0,1.3930920397111229e-62,
정찰주 뺀다 삼전은 당분간 재밌없을듯,2024-11-08 03:47:32+00:00,toss,삼성전자,11625519.0,3.661608131455415e-59,
아주 쇼를 해라,2024-10-28 02:03:59+00:00,toss,삼성전자,12582132.0,5.6911832202562894e-64,
"이제 5일동안 주식창 안봐도 되는구나 



단타 잘 치신분들은 즐거운 추석을

많이 물리신 분들은 우울한 추석을 

얼마 안되지만 8종목 다 물려 있는

저도 있음",2024-09-13 04:17:38+00:00,toss,삼성전자,16462113.0,1.7875526339661904e-83,
안돼 올라기야지 내려오면,2024-11-25 00:14:56+00:00,toss,삼성전자,10169475.0,7.630610775039905e-52,
나눠서 진입,2024-10-16 00:23:52+00:00,toss,삼성전자,13624939.0,3.2619271657340587e-69,
오늘 57보여주면 바로 물타기 들어가거 급등 하면 기분좋게 관망해야지,2024-10-28 22:52:33+00:00,toss,삼성전자,12507218.0,1.3544470177224772e-63,
"어디가 바닥인지 모를 상황에
내려가면서 물타지 마시고
바닥다지는 거 보고 확실히 
방향 튼 거 보고 불타세요 
 
내가 제일 잘 한 일
국장에서 돈 빼서 미장으로 이사간 일 
진짜 칭찬해주고 싶다",2024-11-14 06:47:50+00:00,toss,삼성전자,11096301.0,1.6742335616852805e-56,
10만전자까지 기다린다,2024-12-12 05:13:29+00:00,toss,삼성전자,8682762.0,2.267807569082807e-44,
이재용은 끝났다,2024-10-23 03:10:16+00:00,toss,삼성전자,13010155.0,4.0153256498735335e-66,
"MS양자칩 공개
누가 생산할까요",2025-02-20 00:03:39+00:00,toss,삼성전자,2653352.0,4.600195070949438e-14,
키움에 삼전우 보유중인데 이제 욕이 나오려 하네요 국장,2025-01-02 04:28:31+00:00,toss,삼성전자,6871060.0,2.8988695405276245e-35,
오늘 8만원깨자,2024-06-17 00:03:00+00:00,toss,삼성전자,24080591.0,9.068776536486804e-122,
내렸다올렸다 힘드네,2024-07-16 02:20:16+00:00,toss,삼성전자,21566755.0,3.9218176358263483e-109,
국장  삼전으로 돈버시는 분들이 이 시대의 영웅입니다,2024-09-25 00:19:18+00:00,toss,삼성전자,15439613.0,2.4655446008459748e-78,
이야 오늘은 윗꼬리 없이 올리네 이제 뭐 악재 나올 것도 없지않나 6만 드디어 가니,2025-01-08 06:00:57+00:00,toss,삼성전자,6347114.0,1.2470183516341994e-32,
"왜 줘도 못먹고 또 물렸을까 
생각하는 사람 개추",2025-02-28 05:27:37+00:00,toss,삼성전자,1942714.0,1.7172689157638083e-10,
"아니 5만도 높다니깐요
오로지
엔비디아 납품 확정아니면
절대 사지 마세요",2024-10-03 22:17:17+00:00,toss,삼성전자,14669334.0,1.8355396917790922e-74,
"어차피 물린것 기둘려야제
아직 때가 아녀",2024-10-22 04:32:15+00:00,toss,삼성전자,13091636.0,1.5636945503975137e-66,
인텔 AMD 다 망한다는 소리 나오다가 프로세서 하나 잘 뜨니까 개같이 부활하던데 삼전이 HBM 포기하고 다음 세대 노리면 당장 몇 년은 얻어 맞아도 광명 보는 날이 올듯,2024-11-07 15:00:38+00:00,toss,삼성전자,11671533.0,2.149710080243694e-59,
내예상이 밎았어 반등,2024-10-07 04:48:51+00:00,toss,삼성전자,14386640.0,4.838838688415928e-73,
가보자이,2024-09-29 12:59:49+00:00,toss,삼성전자,15048382.0,2.282746000785757e-76,
개잡주,2025-02-06 03:13:47+00:00,toss,삼성전자,3851544.0,4.3651227238476784e-20,
,2024-05-20 00:29:42+00:00,toss,삼성전자,26498189.0,6.387865317048388e-134,
미래에투자,2023-06-19 10:22:29+00:00,toss,삼성전자,55493022.0,1.1513022846639469e-279,
가자 가자 가자 가자,2024-09-26 04:22:03+00:00,toss,삼성전자,15338648.0,7.932665480912096e-78,
하,2024-12-19 16:32:59+00:00,toss,삼성전자,8037192.0,3.986578153068432e-41,
"외인들이 던지는거 받아서 터져주는데

미장으로 외화를 벌어야지 잉 

뭔 국장이여",2024-10-08 03:25:03+00:00,toss,삼성전자,14305268.0,1.240972335771727e-72,
칠쩐존자,2024-08-29 00:07:04+00:00,toss,삼성전자,17773147.0,4.594860802322818e-90,
"자사주 소각을 하든 배당을 늘리든
주주환원책이라도 시행하던가
진짜 소외감 상실감 크다 삼성아",2024-03-08 03:41:12+00:00,toss,삼성전자,32793899.0,1.444154660455464e-165,
드가자,2023-08-08 01:28:41+00:00,toss,삼성전자,51205050.0,4.1202437564457196e-258,
열심히  살겠습니다,2024-10-31 11:28:01+00:00,toss,삼성전자,12289090.0,1.691199097802609e-62,
"애국심
나라도 사서 지켜주자 재용쿤
주변 정리 잘해서 똑똑한 오너로 돌아오길
이건희회장님 무덤파고나오실라",2024-12-20 11:07:13+00:00,toss,삼성전자,7970338.0,8.642625425492334e-41,
"할말하않이더라

그냥 공사가 대부분 셧다운 되어있더라",2024-10-06 06:42:45+00:00,toss,삼성전자,14466206.0,1.9266292506515102e-73,
"2년전 조금씩 모아갔을때가 생각이 나네요
드디어 빛을 봅니다",2024-03-21 05:37:32+00:00,toss,삼성전자,31663719.0,6.926715260019798e-160,
버텨죠 제발,2024-12-04 00:01:17+00:00,toss,삼성전자,9392694.0,6.124813779386226e-48,
"개인적인 생각으로 자사주 매입은 중수라 생각한다

상수는 그 돈을 RD에 투자하는게 낫지 않을까 기술회사가 기술력 향상에 돈을 쓰고 장기적으로 지속가능한 성장에 방점이 찍혀야 하는게 훨씬 중요하기 때문이다

자사주 매입 및 일부 소각은 일회성 이벤트로 잠깐 반짝은 하겠지 결국 기술이 받쳐주지 못하는 회사는 도태될 수 밖에 없다

더구나 의심의 눈초리로 본다면 상속세 관련하여 주가 방어가 필요한 삼성가를 위해 주식회사의 돈을 끌어다 쓴다고도 볼 수 있는 부분이다 이게 맞다면 횡령이 맞지 않을까",2024-11-15 13:02:51+00:00,toss,삼성전자,10987400.0,5.904907153673549e-56,
노답,2024-05-29 04:34:47+00:00,toss,삼성전자,25705884.0,6.136512190874859e-130,
우리나라 대표주 한번 믿어봅시다,2024-10-02 02:22:04+00:00,toss,삼성전자,14827447.0,2.944420628372607e-75,
그냥 국장 전체가 바닥 칠 각,2024-12-03 18:15:09+00:00,toss,삼성전자,9413462.0,4.8161650675021125e-48,
와우 공매도를 조단위로 하네,2024-11-13 03:35:08+00:00,toss,삼성전자,11194263.0,5.387713772504963e-57,
도데체 이렇게 꾸준히 파는 이유가 머니,2024-10-28 02:01:57+00:00,toss,삼성전자,12582254.0,5.6831527297739054e-64,
죽쑤고 있네,2024-01-15 00:48:58+00:00,toss,삼성전자,37383433.0,1.2304436528146945e-188,
어디까지떨어질까요,2024-10-30 05:36:31+00:00,toss,삼성전자,12396580.0,4.874052240965566e-63,
오늘 6100돌파하고 내일 6400가자,2024-10-29 23:52:02+00:00,toss,삼성전자,12417249.0,3.837039617758412e-63,
이유가 뭡니까 단순히 저렴하다는 이유로,2024-11-15 03:58:26+00:00,toss,삼성전자,11020065.0,4.0459508729970956e-56,
평단 5900은 발 뻗고 자면 되겠죠,2024-10-11 03:26:17+00:00,toss,삼성전자,14045994.0,2.494695312673112e-71,
사니깐 떨어지노,2025-02-03 00:33:32+00:00,toss,삼성전자,4120359.0,1.9443868343333176e-21,
