content,timestamp,platform,stock_name,delta_seconds,weight,label
꽉잡아요,2024-12-20 05:45:47+00:00,toss,삼성전자,7989624.0,6.91358843051728e-41,
아72층 까지 연료가 없나보네,2023-05-26 07:37:22+00:00,toss,삼성전자,57576529.0,3.8754639869277294e-290,
머냐 이그,2025-01-16 03:38:58+00:00,toss,삼성전자,5664433.0,3.368274404891563e-29,
외국인 소진율 봐라 8만원대 일때 소진율이 되간다,2023-11-23 00:29:58+00:00,toss,삼성전자,41963773.0,1.166068101269237e-211,
아아 삼멘,2025-03-20 11:49:22+00:00,toss,삼성전자,191809.0,0.1086078517823619,
컷,2023-09-27 03:36:15+00:00,toss,삼성전자,46877396.0,2.334104353201148e-236,
"주식 고수님들 삼성 요즘 심상치 안던데
설마 망하려나요",2024-10-23 09:36:48+00:00,toss,삼성전자,12986963.0,5.251660846807724e-66,
간만에 빨간 호가창 보기좋구나야,2025-02-04 01:32:03+00:00,toss,삼성전자,4030448.0,5.504595281754185e-21,
에구에구망할기관아  같이 쫌 가자 와 던지노그냥 지켜만봐주라,2024-11-18 05:58:23+00:00,toss,삼성전자,10753668.0,8.83242946765815e-55,
"삼성전자 소식을 가져왔어요

삼성전자가 하루만에 하락세로 전환했다 SK하이닉스도 2 약세다
엠피닥터에 따르면 18일 오전 9시 30분 삼성전자는 전 거래일보다 200원034 내린 5만 9500원에 거래 중이다 장 초반 6만원을 터치하기도 했지만 하락세로 전환했다


 토스증권에서 기사 보기
httpstossinvestcomulCEwfEB

 앞으로 삼성전자A005930의 주가는",2024-10-18 00:36:32+00:00,toss,삼성전자,13451379.0,2.431551130822203e-68,
기사떳음,2025-01-09 00:12:17+00:00,toss,삼성전자,6281634.0,2.660797137328557e-32,
"자사주매입 100만주 떴네요
매수단가 55425원",2024-11-20 07:44:20+00:00,toss,삼성전자,10574511.0,7.024622032484823e-54,
목전이네이런,2024-11-13 01:10:59+00:00,toss,삼성전자,11202912.0,4.874497232455094e-57,
또 왜이래,2023-07-05 01:03:32+00:00,toss,삼성전자,54144159.0,6.939456400065612e-273,
아 아직 덜 담았다고,2024-10-14 06:41:52+00:00,toss,삼성전자,13775059.0,5.739678904834421e-70,
팔지마  배당금이라도 받아야지,2023-06-09 02:20:52+00:00,toss,삼성전자,56385919.0,3.741038211525882e-284,
어디서 봤늠데 5만까지도 떨어진다는데 사실 아니겠죠 덜덜,2024-08-05 05:45:05+00:00,toss,삼성전자,19826466.0,2.1935542824908168e-100,
저점일까,2024-09-13 07:36:46+00:00,toss,삼성전자,16450165.0,2.052655822315401e-83,
