content,timestamp,platform,stock_name,delta_seconds,weight,label
외인 어제수급의 70퍼가 5분만에 차네,2024-03-26 00:06:10+00:00,toss,삼성전자,31251601.0,8.166984819812398e-158,
"성과급 나눠줄돈 있으면 니네 믿고 투자하는 주주들 좀 생각해라
외인들도 빼는마당에 주주들이 투자 잘해주고 있는데
어찌 지들만 쳐묵고 살라고 하냐",2024-12-20 02:53:05+00:00,toss,삼성전자,7999986.0,6.132228704506575e-41,
"1 미국장이 훨씬 매력적

2 위에 매물 시체벽 8만원까지 빾빽
손실투자자 98 기업

3  자사주 매입은 단기 호재재료일뿐
상승전환 재료로서는 부족함
기술의 발전이 있어야 상승가능

4 미증시 호황속에도 필반지수는 연일 떡락중

5 엔비디아 납품 찌라시 띄우고 헤먹고 난뒤에
4만까지 떨굼  악질 세력 붙음

결론  또속지말고 기술적 발전이 있을때 들어오는게 맞음",2024-11-18 03:54:07+00:00,toss,삼성전자,10761124.0,8.102185323991966e-55,
내가사면 떨어져,2024-07-23 01:52:42+00:00,toss,삼성전자,20963609.0,4.2192459677003957e-106,
인간은 같은실수를 반복합니다여러분 만약 여러분에게 탈출기회가 온다면 뒤도돌아보지마시고 탈출하시길바랍니다평단이 너무 높다면 물타기라도 하시고 평단이 7만 8만이신분들은 물타기하시길바랍니다1212날 제말대로 콜옵션으로 주가가 상승하고 엔비디아 hbm 퀄테 승인 발표가나도 7만전자까지는 아무리봐도 무리입니다마지노선은 650정도 봅니다 현재 제 평단은 585이고 620정도오면 팔생각입니다저도 622에 155주 넣고 물타서 평단 585까지 만든사람입니다저는 과감하게 가망이없다싶으면 손절하는스타일인데 삼전은 그정도는아닌거같아서 들고있습니다쌍바닥을 찍는다하더라도 이미 바닥지점은 잡혔다고생각합니다 전저점고려하셔서 적당한가격에 물타시거나 추매하시길바랍니다,2024-11-29 05:04:20+00:00,toss,삼성전자,9806511.0,5.093523992642291e-50,
4만 전자 이건 아니지,2024-11-13 00:33:01+00:00,toss,삼성전자,11205190.0,4.747656968628288e-57,
"외국인 기관들 다 손털고 나가는데 
대한민국 국민들이 삼전 사서 하락폭 많이 방어했다
개인들이 안사줬으면 개박살날 주식이었는데
다들 이때다 싶어서 샀네 장투 바라보지말고 
적당히 먹고 나가는게 좋을듯",2024-09-18 16:28:11+00:00,toss,삼성전자,15986280.0,4.406160360383696e-81,
워메,2025-03-20 02:48:34+00:00,toss,삼성전자,224257.0,0.0746035541885162,
이건 엔비디아를 보고 사는 게 맞다,2023-06-01 01:13:14+00:00,toss,삼성전자,57081177.0,1.197397984117341e-287,
애들아 1분 요약으로 알려줄게  도람프 관세 4일날 발동되면  미국 금리 올라가고  미국주식 폭락  그러면 안정재산인  채권이나 은행으로 갈수밖에 없다  그러므로  한국 금리도  올라가고  은행금리 올라가면  안정자산인  은행으로  몰리겠지  몃개월은 암흑같은 터널을  지나가야 할거다돔황치라고 내가 몃주전부터 그렇게 말했자나,2025-02-03 03:40:36+00:00,toss,삼성전자,4109135.0,2.2141178946937795e-21,
"옆집아저씨가 참고로 완전  주린이
삼전 지금 사도될까요
물어보길레 그아저씨 평소 괴씸해서
알아서 하세요 사는건 아저씨 맘인데
삼전이 싸긴싸요책임 회피용 멘트 필수
살짝 밑밥 던저놓고
속으로 너 한번 맘고생 해봐라",2024-05-27 00:39:17+00:00,toss,삼성전자,25892814.0,7.051920280849616e-131,
일단 탈출,2023-08-24 00:07:44+00:00,toss,삼성전자,49827507.0,3.461151707288244e-251,
시작부터 내리꽂네,2024-04-18 00:01:38+00:00,toss,삼성전자,29264673.0,7.933550833042411e-148,
커뮤니티보고 삿다 떨어질때사고49년존버 그전에오르먄팔고 돈복사가능,2024-10-25 02:17:41+00:00,toss,삼성전자,12840510.0,2.8605592730278213e-65,
거래량이 많네요,2025-02-19 02:20:18+00:00,toss,삼성전자,2731553.0,1.8607777447327068e-14,
"여러분들 그거아세요

토머스 에드슨이 실패는 성공의 어머니라고 했어요

토머스 에디슨실패는 성공의 어머니 입니다

나아이는 언제 출산해요",2025-02-11 14:15:53+00:00,toss,삼성전자,3379818.0,1.0260153339526872e-17,
"산업스파이법법정최고형 사형까지 반도체지원법 빨리 만들어라 우리나라는 국개의원이 지들 밥그릇 쌈하느라 일을 안함 
급여도 기술직과 서비스직 급여를 다르게 책정해야됨 이러다 서비스도 외국인이 할판임",2024-11-14 02:37:43+00:00,toss,삼성전자,11111308.0,1.407286462956964e-56,
와이건머어떻게설명해야되,2024-03-19 01:26:37+00:00,toss,삼성전자,31851574.0,7.875235745416121e-161,
진짜 참아야 하는거 아는데 이제 무릅쯤 오지않았을까,2024-09-11 00:14:47+00:00,toss,삼성전자,16649484.0,2.043750704532442e-84,
기술적 반등구간임 언능 주우십셔 당분간 상승입니다,2024-04-18 00:10:25+00:00,toss,삼성전자,29264146.0,7.982089702010103e-148,
잠깐 먹고 나왓다 어차피 떨어지는 낙엽이다,2024-11-15 04:29:47+00:00,toss,삼성전자,11018184.0,4.1350004193433125e-56,
"올해 영업이익 예상 40조로 per 10배면
핵저평가인데 
그런데도 매도폭탄이네
이건 좀 문제아이가",2024-09-30 05:24:54+00:00,toss,삼성전자,14989277.0,4.5243085223416486e-76,
바느질 시작했네,2024-06-10 03:20:30+00:00,toss,삼성전자,24673541.0,9.48532076123399e-125,
"많이떨어지구만 
나중애 월급받고 더넣어야징",2024-09-05 04:57:52+00:00,toss,삼성전자,17150899.0,6.166476638228852e-87,
6시 미장 전까지 여기서 놀아야징,2024-11-15 04:03:03+00:00,toss,삼성전자,11019788.0,4.058943081923694e-56,
오히려 좋아 제발 달러인출하루남았다버스하루만 더 기다려줘,2024-03-22 00:53:40+00:00,toss,삼성전자,31594351.0,1.5460000612088528e-159,
마이크론 어닝서프라이즈면 삼전도 떡상이죠,2024-06-26 01:07:50+00:00,toss,삼성전자,23299101.0,7.686919668172271e-118,
떨어지는 칼날 잡지 말라고 하는 이유,2024-10-07 00:26:16+00:00,toss,삼성전자,14402395.0,4.0322527486893613e-73,
어짜피 넌평단 6만이지  의미도없어,2024-10-24 13:25:51+00:00,toss,삼성전자,12886820.0,1.673674963001449e-65,
또 단타냐,2024-07-05 00:04:35+00:00,toss,삼성전자,22525296.0,5.961106730508413e-114,
아깝지만 일단 100주만 뺄게,2024-03-20 02:19:51+00:00,toss,삼성전자,31761980.0,2.221328898649221e-160,
장난질작살난다,2024-09-12 02:29:54+00:00,toss,삼성전자,16554977.0,6.102006911207047e-84,
분할매수 가치투자,2024-11-12 06:11:08+00:00,toss,삼성전자,11271303.0,2.2088112333083051e-57,
,2024-12-16 02:06:52+00:00,toss,삼성전자,8348359.0,1.0876815828598065e-42,
8만 고층이라그래도 올라주니반갑네요,2025-03-20 05:32:50+00:00,toss,삼성전자,214401.0,0.0836182855983711,
에휴애슐리 한번 버렸다고 생각하지 뭐,2024-12-21 04:39:55+00:00,toss,삼성전자,7907176.0,1.7952835553543211e-40,
